,Item_Identifier,Item_Type,Physical_Product_Name
2775,FDP19,Fruits and Vegetables,"Apples, Carrots, Spinach"
2776,FDB37,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2777,NCR05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2778,FDZ15,Dairy,"Milk, Butter, Cheese"
2779,NCQ29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2780,FDL04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2781,DRH49,Soft Drinks,"Cola, Lemonade, Orange Juice"
2782,FDT07,Fruits and Vegetables,"Apples, Carrots, Spinach"
2783,NCI55,Household,"Detergent, Dish Soap, Paper Towels"
2784,FDP19,Fruits and Vegetables,"Apples, Carrots, Spinach"
2785,FDV45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2786,FDG26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2787,DRJ01,Soft Drinks,"Cola, Lemonade, Orange Juice"
2788,FDD14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2789,DRH37,Soft Drinks,"Cola, Lemonade, Orange Juice"
2790,NCD18,Household,"Detergent, Dish Soap, Paper Towels"
2791,NCE55,Household,"Detergent, Dish Soap, Paper Towels"
2792,NCQ43,Others,Miscellaneous Grocery Items
2793,FDC41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2794,DRL01,Soft Drinks,"Cola, Lemonade, Orange Juice"
2795,FDX48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2796,DRC25,Soft Drinks,"Cola, Lemonade, Orange Juice"
2797,DRF48,Soft Drinks,"Cola, Lemonade, Orange Juice"
2798,FDT34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2799,NCB43,Household,"Detergent, Dish Soap, Paper Towels"
2800,FDG44,Fruits and Vegetables,"Apples, Carrots, Spinach"
2801,FDD35,Starchy Foods,"Rice, Pasta, Potatoes"
2802,FDC02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2803,FDU51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2804,NCC19,Household,"Detergent, Dish Soap, Paper Towels"
2805,FDJ60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2806,NCI29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2807,NCF43,Household,"Detergent, Dish Soap, Paper Towels"
2808,FDY08,Fruits and Vegetables,"Apples, Carrots, Spinach"
2809,FDD17,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2810,FDK41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2811,DRN59,Hard Drinks,"Whiskey, Vodka, Rum"
2812,FDR60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2813,DRO47,Hard Drinks,"Whiskey, Vodka, Rum"
2814,FDF26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2815,FDQ12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2816,NCO29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2817,DRF03,Dairy,"Milk, Butter, Cheese"
2818,FDU48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2819,DRE03,Dairy,"Milk, Butter, Cheese"
2820,FDX55,Fruits and Vegetables,"Apples, Carrots, Spinach"
2821,FDP38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2822,FDZ19,Fruits and Vegetables,"Apples, Carrots, Spinach"
2823,NCU54,Household,"Detergent, Dish Soap, Paper Towels"
2824,FDY36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2825,FDL16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2826,FDW31,Fruits and Vegetables,"Apples, Carrots, Spinach"
2827,DRK49,Soft Drinks,"Cola, Lemonade, Orange Juice"
2828,FDC08,Fruits and Vegetables,"Apples, Carrots, Spinach"
2829,FDO56,Fruits and Vegetables,"Apples, Carrots, Spinach"
2830,NCV53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2831,FDA35,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2832,FDL40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2833,FDJ04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2834,FDA31,Fruits and Vegetables,"Apples, Carrots, Spinach"
2835,FDX24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2836,FDQ59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
2837,FDF45,Fruits and Vegetables,"Apples, Carrots, Spinach"
2838,FDH05,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2839,NCZ54,Household,"Detergent, Dish Soap, Paper Towels"
2840,FDW01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2841,FDX36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2842,NCO55,Others,Miscellaneous Grocery Items
2843,FDL13,Breakfast,"Oats, Cornflakes, Granola"
2844,FDV16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2845,FDN04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2846,NCH06,Household,"Detergent, Dish Soap, Paper Towels"
2847,FDA40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2848,NCS05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2849,FDM15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2850,FDK04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2851,FDI58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2852,FDB33,Fruits and Vegetables,"Apples, Carrots, Spinach"
2853,FDJ45,Seafood,"Salmon, Shrimp, Tuna"
2854,NCO05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2855,NCE31,Household,"Detergent, Dish Soap, Paper Towels"
2856,FDQ49,Breakfast,"Oats, Cornflakes, Granola"
2857,FDL34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2858,FDV07,Fruits and Vegetables,"Apples, Carrots, Spinach"
2859,FDX19,Fruits and Vegetables,"Apples, Carrots, Spinach"
2860,FDO48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2861,FDK40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2862,FDY19,Fruits and Vegetables,"Apples, Carrots, Spinach"
2863,FDS16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2864,FDS02,Dairy,"Milk, Butter, Cheese"
2865,FDM51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2866,FDW02,Dairy,"Milk, Butter, Cheese"
2867,FDS31,Fruits and Vegetables,"Apples, Carrots, Spinach"
2868,DRF03,Dairy,"Milk, Butter, Cheese"
2869,FDT55,Fruits and Vegetables,"Apples, Carrots, Spinach"
2870,FDW21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2871,FDP07,Fruits and Vegetables,"Apples, Carrots, Spinach"
2872,NCZ17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2873,NCV41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2874,FDP60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2875,FDG58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2876,FDI60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2877,FDI20,Fruits and Vegetables,"Apples, Carrots, Spinach"
2878,DRC13,Soft Drinks,"Cola, Lemonade, Orange Juice"
2879,DRA24,Soft Drinks,"Cola, Lemonade, Orange Juice"
2880,FDW52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2881,FDN38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2882,DRI49,Soft Drinks,"Cola, Lemonade, Orange Juice"
2883,FDW26,Dairy,"Milk, Butter, Cheese"
2884,FDA28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2885,FDZ52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2886,FDU39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2887,FDR25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2888,FDM44,Fruits and Vegetables,"Apples, Carrots, Spinach"
2889,FDA50,Dairy,"Milk, Butter, Cheese"
2890,FDJ38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2891,DRM47,Hard Drinks,"Whiskey, Vodka, Rum"
2892,NCO05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2893,FDU21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2894,FDF32,Fruits and Vegetables,"Apples, Carrots, Spinach"
2895,FDM27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2896,FDL33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2897,FDO60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2898,NCJ30,Household,"Detergent, Dish Soap, Paper Towels"
2899,NCI42,Household,"Detergent, Dish Soap, Paper Towels"
2900,FDU37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2901,FDV08,Fruits and Vegetables,"Apples, Carrots, Spinach"
2902,NCA29,Household,"Detergent, Dish Soap, Paper Towels"
2903,FDD16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2904,FDB35,Starchy Foods,"Rice, Pasta, Potatoes"
2905,FDS31,Fruits and Vegetables,"Apples, Carrots, Spinach"
2906,NCA53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2907,NCD19,Household,"Detergent, Dish Soap, Paper Towels"
2908,FDP07,Fruits and Vegetables,"Apples, Carrots, Spinach"
2909,FDA44,Fruits and Vegetables,"Apples, Carrots, Spinach"
2910,FDI14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2911,NCE31,Household,"Detergent, Dish Soap, Paper Towels"
2912,FDJ14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2913,FDY44,Fruits and Vegetables,"Apples, Carrots, Spinach"
2914,FDZ26,Dairy,"Milk, Butter, Cheese"
2915,FDG26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2916,FDN34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2917,DRG11,Hard Drinks,"Whiskey, Vodka, Rum"
2918,FDH20,Fruits and Vegetables,"Apples, Carrots, Spinach"
2919,FDX09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2920,FDS09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2921,NCJ43,Household,"Detergent, Dish Soap, Paper Towels"
2922,NCR05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2923,DRE49,Soft Drinks,"Cola, Lemonade, Orange Juice"
2924,FDZ59,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2925,NCH43,Household,"Detergent, Dish Soap, Paper Towels"
2926,FDP03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2927,DRC01,Soft Drinks,"Cola, Lemonade, Orange Juice"
2928,FDX28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2929,FDI19,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2930,FDW15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2931,NCX18,Household,"Detergent, Dish Soap, Paper Towels"
2932,FDF20,Fruits and Vegetables,"Apples, Carrots, Spinach"
2933,FDN57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2934,NCM06,Household,"Detergent, Dish Soap, Paper Towels"
2935,NCV53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2936,FDO20,Fruits and Vegetables,"Apples, Carrots, Spinach"
2937,FDV44,Fruits and Vegetables,"Apples, Carrots, Spinach"
2938,FDJ56,Fruits and Vegetables,"Apples, Carrots, Spinach"
2939,NCB18,Household,"Detergent, Dish Soap, Paper Towels"
2940,FDZ20,Fruits and Vegetables,"Apples, Carrots, Spinach"
2941,NCR50,Household,"Detergent, Dish Soap, Paper Towels"
2942,FDL24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2943,FDU38,Dairy,"Milk, Butter, Cheese"
2944,DRB48,Soft Drinks,"Cola, Lemonade, Orange Juice"
2945,FDS27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2946,FDR43,Fruits and Vegetables,"Apples, Carrots, Spinach"
2947,FDI12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2948,FDU08,Fruits and Vegetables,"Apples, Carrots, Spinach"
2949,FDT56,Fruits and Vegetables,"Apples, Carrots, Spinach"
2950,DRD15,Dairy,"Milk, Butter, Cheese"
2951,FDK26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2952,DRJ13,Soft Drinks,"Cola, Lemonade, Orange Juice"
2953,FDP44,Fruits and Vegetables,"Apples, Carrots, Spinach"
2954,FDV40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2955,FDN28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2956,FDY13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2957,NCM17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2958,DRE48,Soft Drinks,"Cola, Lemonade, Orange Juice"
2959,FDA57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2960,NCX18,Household,"Detergent, Dish Soap, Paper Towels"
2961,DRK13,Soft Drinks,"Cola, Lemonade, Orange Juice"
2962,FDL57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2963,FDR27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
2964,FDB52,Dairy,"Milk, Butter, Cheese"
2965,FDQ10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2966,FDY60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2967,FDH33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2968,FDG56,Fruits and Vegetables,"Apples, Carrots, Spinach"
2969,FDS07,Fruits and Vegetables,"Apples, Carrots, Spinach"
2970,FDZ13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
2971,FDO31,Fruits and Vegetables,"Apples, Carrots, Spinach"
2972,DRD49,Soft Drinks,"Cola, Lemonade, Orange Juice"
2973,FDW12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2974,FDP57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2975,FDO21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2976,NCY18,Household,"Detergent, Dish Soap, Paper Towels"
2977,NCR30,Household,"Detergent, Dish Soap, Paper Towels"
2978,FDZ20,Fruits and Vegetables,"Apples, Carrots, Spinach"
2979,NCK17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
2980,FDX26,Dairy,"Milk, Butter, Cheese"
2981,FDR24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2982,FDQ22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2983,FDP07,Fruits and Vegetables,"Apples, Carrots, Spinach"
2984,FDV04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2985,FDL48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2986,FDE16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2987,NCK42,Household,"Detergent, Dish Soap, Paper Towels"
2988,FDJ53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2989,FDH58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2990,FDD46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2991,FDW58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2992,NCL07,Others,Miscellaneous Grocery Items
2993,FDU12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2994,FDO52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2995,FDT16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
2996,FDG12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
2997,FDX22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
2998,DRG37,Soft Drinks,"Cola, Lemonade, Orange Juice"
2999,FDI26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3000,FDK34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3001,FDO25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3002,FDV47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
3003,FDU13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3004,FDN57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3005,DRG01,Soft Drinks,"Cola, Lemonade, Orange Juice"
3006,FDU57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3007,FDF24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3008,FDP39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
3009,DRJ39,Dairy,"Milk, Butter, Cheese"
3010,FDN02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3011,FDS24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3012,FDW51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
3013,NCR29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3014,FDE29,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3015,NCX54,Household,"Detergent, Dish Soap, Paper Towels"
3016,FDF02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3017,NCR53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3018,FDV01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3019,FDX46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3020,DRD25,Soft Drinks,"Cola, Lemonade, Orange Juice"
3021,FDX57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3022,FDA04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3023,FDB04,Dairy,"Milk, Butter, Cheese"
3024,NCR41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3025,FDE24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3026,NCM41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3027,DRG13,Soft Drinks,"Cola, Lemonade, Orange Juice"
3028,FDV34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3029,FDK24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3030,FDX46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3031,NCB31,Household,"Detergent, Dish Soap, Paper Towels"
3032,FDR55,Fruits and Vegetables,"Apples, Carrots, Spinach"
3033,FDY28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3034,FDM16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3035,FDJ33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3036,FDF33,Seafood,"Salmon, Shrimp, Tuna"
3037,DRH36,Soft Drinks,"Cola, Lemonade, Orange Juice"
3038,NCS53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3039,NCN53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3040,FDC38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3041,FDD36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3042,FDF22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3043,FDB16,Dairy,"Milk, Butter, Cheese"
3044,FDR26,Dairy,"Milk, Butter, Cheese"
3045,FDO52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3046,FDF16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3047,FDR52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3048,FDW38,Dairy,"Milk, Butter, Cheese"
3049,FDK03,Dairy,"Milk, Butter, Cheese"
3050,FDQ33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3051,DRF23,Hard Drinks,"Whiskey, Vodka, Rum"
3052,FDI15,Dairy,"Milk, Butter, Cheese"
3053,NCL41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3054,FDW40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3055,FDZ12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3056,FDK60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3057,FDX25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3058,NCM30,Household,"Detergent, Dish Soap, Paper Towels"
3059,FDK14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3060,NCP18,Household,"Detergent, Dish Soap, Paper Towels"
3061,FDH26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3062,DRK23,Hard Drinks,"Whiskey, Vodka, Rum"
3063,FDB60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3064,NCN17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3065,FDE10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3066,FDR58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3067,FDA33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3068,FDN24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3069,DRI13,Soft Drinks,"Cola, Lemonade, Orange Juice"
3070,FDX21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3071,FDQ40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3072,FDX23,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3073,FDD17,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3074,DRH03,Dairy,"Milk, Butter, Cheese"
3075,FDG60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3076,FDB32,Fruits and Vegetables,"Apples, Carrots, Spinach"
3077,DRE12,Soft Drinks,"Cola, Lemonade, Orange Juice"
3078,FDR12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3079,DRH11,Hard Drinks,"Whiskey, Vodka, Rum"
3080,FDY28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3081,FDR26,Dairy,"Milk, Butter, Cheese"
3082,FDL27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
3083,FDJ15,Dairy,"Milk, Butter, Cheese"
3084,FDU49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3085,DRF51,Dairy,"Milk, Butter, Cheese"
3086,FDN12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3087,DRK23,Hard Drinks,"Whiskey, Vodka, Rum"
3088,FDL10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3089,FDX07,Fruits and Vegetables,"Apples, Carrots, Spinach"
3090,FDO37,Breakfast,"Oats, Cornflakes, Granola"
3091,NCA41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3092,NCQ06,Household,"Detergent, Dish Soap, Paper Towels"
3093,FDJ48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3094,DRD24,Soft Drinks,"Cola, Lemonade, Orange Juice"
3095,FDW10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3096,FDU51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
3097,NCC31,Household,"Detergent, Dish Soap, Paper Towels"
3098,FDY02,Dairy,"Milk, Butter, Cheese"
3099,FDU34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3100,FDX21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3101,NCH29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3102,DRL35,Hard Drinks,"Whiskey, Vodka, Rum"
3103,DRN37,Soft Drinks,"Cola, Lemonade, Orange Juice"
3104,NCN53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
3105,FDL45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3106,FDA37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3107,FDK20,Fruits and Vegetables,"Apples, Carrots, Spinach"
3108,FDA49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3109,FDG59,Starchy Foods,"Rice, Pasta, Potatoes"
3110,FDV03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
3111,FDF16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3112,FDU36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3113,FDU35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
3114,FDH08,Fruits and Vegetables,"Apples, Carrots, Spinach"
3115,FDF24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3116,DRN36,Soft Drinks,"Cola, Lemonade, Orange Juice"
3117,FDS59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
3118,DRJ23,Hard Drinks,"Whiskey, Vodka, Rum"
3119,DRF25,Soft Drinks,"Cola, Lemonade, Orange Juice"
3120,FDL15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
3121,NCP43,Others,Miscellaneous Grocery Items
3122,FDB28,Dairy,"Milk, Butter, Cheese"
3123,FDX50,Dairy,"Milk, Butter, Cheese"
3124,FDE41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3125,NCR50,Household,"Detergent, Dish Soap, Paper Towels"
3126,FDD41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3127,DRI11,Hard Drinks,"Whiskey, Vodka, Rum"
3128,FDJ28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3129,FDP48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3130,FDY37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3131,NCC07,Household,"Detergent, Dish Soap, Paper Towels"
3132,FDJ10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
3133,FDY37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3134,NCL19,Others,Miscellaneous Grocery Items
3135,FDI50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3136,FDO39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
3137,FDO25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
3138,FDE24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3139,FDW19,Fruits and Vegetables,"Apples, Carrots, Spinach"
3140,FDT36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
3141,FDH16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3142,DRM37,Soft Drinks,"Cola, Lemonade, Orange Juice"
3143,NCN07,Others,Miscellaneous Grocery Items
3144,FDK25,Breakfast,"Oats, Cornflakes, Granola"
3145,FDK41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
3146,DRL60,Soft Drinks,"Cola, Lemonade, Orange Juice"
3147,FDR43,Fruits and Vegetables,"Apples, Carrots, Spinach"
